"Code","State","Sector","Obs","Employment","Members","Covered","PctMem","PctCov","Year"
12,"New Hampshire","Priv. Construction",125,35105,2184,2490,6.2,7.1,1986
12,"New Hampshire","Priv. Manufacturing",517,148191,14508,17155,9.8,11.6,1986
22,"New Jersey","Private",6791,2852002,501861,557352,17.6,19.5,1986
22,"New Jersey","Public",1224,510817,281605,313557,55.1,61.4,1986
22,"New Jersey","Priv. Construction",388,164695,55765,58026,33.9,35.2,1986
22,"New Jersey","Priv. Manufacturing",1787,761294,198176,218090,26,28.6,1986
85,"New Mexico","Private",1332,373339,26505,29140,7.1,7.8,1986
85,"New Mexico","Public",515,141591,22361,32418,15.8,22.9,1986
85,"New Mexico","Priv. Construction",110,32016,3898,4190,12.2,13.1,1986
85,"New Mexico","Priv. Manufacturing",125,35716,3960,4545,11.1,12.7,1986
21,"New York","Private",9885,5693433,1198243,1279101,21,22.5,1986
21,"New York","Public",2414,1368016,909064,973841,66.5,71.2,1986
21,"New York","Priv. Construction",516,302445,117773,120048,38.9,39.7,1986
21,"New York","Priv. Manufacturing",2264,1300917,358712,381993,27.6,29.4,1986
56,"North Carolina","Private",6458,2297688,101433,117234,4.4,5.1,1986
56,"North Carolina","Public",1115,393481,50129,69264,12.7,17.6,1986
56,"North Carolina","Priv. Construction",439,157999,1285,1285,0.8,0.8,1986
56,"North Carolina","Priv. Manufacturing",2470,881386,60252,66235,6.8,7.5,1986
44,"North Dakota","Private",1719,189703,14299,17135,7.5,9,1986
44,"North Dakota","Public",496,53358,13495,17506,25.3,32.8,1986
44,"North Dakota","Priv. Construction",90,9965,1289,1387,12.9,13.9,1986
44,"North Dakota","Priv. Manufacturing",138,15093,4110,4440,27.2,29.4,1986
31,"Ohio","Private",6616,3693570,709847,757319,19.2,20.5,1986
31,"Ohio","Public",1174,653807,265429,316206,40.6,48.4,1986
31,"Ohio","Priv. Construction",277,155062,53452,55175,34.5,35.6,1986
31,"Ohio","Priv. Manufacturing",2102,1168224,438709,454962,37.6,38.9,1986
73,"Oklahoma","Private",1647,956546,82533,88717,8.6,9.3,1986
73,"Oklahoma","Public",468,272195,62421,77794,22.9,28.6,1986
73,"Oklahoma","Priv. Construction",83,49815,7587,8854,15.2,17.8,1986
73,"Oklahoma","Priv. Manufacturing",297,169661,37741,39189,22.2,23.1,1986
92,"Oregon","Private",1363,866306,122881,134714,14.2,15.6,1986
92,"Oregon","Public",274,172961,82455,102165,47.7,59.1,1986
92,"Oregon","Priv. Construction",46,30598,5178,6519,16.9,21.3,1986
92,"Oregon","Priv. Manufacturing",320,206197,44997,48235,21.8,23.4,1986
23,"Pennsylvania","Private",6579,4052800,714140,771988,17.6,19,1986
23,"Pennsylvania","Public",1018,623790,312417,369083,50.1,59.2,1986
23,"Pennsylvania","Priv. Construction",377,233543,62074,69012,26.6,29.6,1986
23,"Pennsylvania","Priv. Manufacturing",1768,1098890,366706,378681,33.4,34.5,1986
15,"Rhode Island","Private",1577,373618,44598,48138,11.9,12.9,1986
15,"Rhode Island","Public",298,69810,47250,49184,67.7,70.5,1986
15,"Rhode Island","Priv. Construction",82,19936,4349,4861,21.8,24.4,1986
15,"Rhode Island","Priv. Manufacturing",535,127409,20064,21253,15.7,16.7,1986
57,"South Carolina","Private",2002,1145258,57908,66071,5.1,5.8,1986
57,"South Carolina","Public",393,219928,21087,25923,9.6,11.8,1986
57,"South Carolina","Priv. Construction",134,77689,3025,3968,3.9,5.1,1986
57,"South Carolina","Priv. Manufacturing",726,420127,33612,38727,8,9.2,1986
45,"South Dakota","Private",1909,202822,12125,15769,6,7.8,1986
45,"South Dakota","Public",478,50330,10545,15474,21,30.7,1986
45,"South Dakota","Priv. Construction",110,12123,739,850,6.1,7,1986
45,"South Dakota","Priv. Manufacturing",283,30193,4153,5401,13.8,17.9,1986
62,"Tennessee","Private",1776,1572574,168654,192158,10.7,12.2,1986
62,"Tennessee","Public",335,295520,87953,113891,29.8,38.5,1986
62,"Tennessee","Priv. Construction",120,108420,16544,20045,15.3,18.5,1986
62,"Tennessee","Priv. Manufacturing",588,520674,104336,115334,20,22.2,1986
74,"Texas","Private",6879,5502349,332481,409029,6,7.4,1986
74,"Texas","Public",1348,1036416,166888,243043,16.1,23.5,1986
74,"Texas","Priv. Construction",515,422233,28301,31748,6.7,7.5,1986
74,"Texas","Priv. Manufacturing",1226,998800,132344,160700,13.3,16.1,1986
87,"Utah","Private",1552,486993,32312,42647,6.6,8.8,1986
87,"Utah","Public",421,131791,33569,43546,25.5,33,1986
87,"Utah","Priv. Construction",117,37026,4196,5085,11.3,13.7,1986
87,"Utah","Priv. Manufacturing",341,106001,9624,11563,9.1,10.9,1986
13,"Vermont","Private",1465,198585,12369,15560,6.2,7.8,1986
13,"Vermont","Public",249,33331,13255,18245,39.8,54.7,1986
13,"Vermont","Priv. Construction",108,14743,880,1175,6,8,1986
13,"Vermont","Priv. Manufacturing",363,49375,7211,8542,14.6,17.3,1986
54,"Virginia","Private",2208,1939755,148160,176147,7.6,9.1,1986
54,"Virginia","Public",625,548090,73731,100523,13.5,18.3,1986
54,"Virginia","Priv. Construction",151,135921,7608,10207,5.6,7.5,1986
54,"Virginia","Priv. Manufacturing",486,426251,63380,73777,14.9,17.3,1986
91,"Washington","Private",1445,1340757,285883,332505,21.3,24.8,1986
91,"Washington","Public",404,369367,169311,202713,45.8,54.9,1986
91,"Washington","Priv. Construction",90,85565,21327,25931,24.9,30.3,1986
91,"Washington","Priv. Manufacturing",305,285060,115124,128172,40.4,45,1986
55,"West Virginia","Private",1367,469696,97846,101814,20.8,21.7,1986
55,"West Virginia","Public",354,120657,23307,34027,19.3,28.2,1986
55,"West Virginia","Priv. Construction",88,31018,9571,9571,30.9,30.9,1986
55,"West Virginia","Priv. Manufacturing",267,91351,39852,42375,43.6,46.4,1986
35,"Wisconsin","Private",2101,1626488,288202,302016,17.7,18.6,1986
35,"Wisconsin","Public",424,324548,155504,168738,47.9,52,1986
35,"Wisconsin","Priv. Construction",98,75689,31536,31536,41.7,41.7,1986
35,"Wisconsin","Priv. Manufacturing",680,533038,170612,178101,32,33.4,1986
83,"Wyoming","Private",1122,142575,13166,15354,9.2,10.8,1986
83,"Wyoming","Public",411,51789,9631,12413,18.6,24,1986
83,"Wyoming","Priv. Construction",104,13149,1254,1374,9.5,10.4,1986
83,"Wyoming","Priv. Manufacturing",83,10382,1704,1968,16.4,19,1986
63,"Alabama","Private",1753,1264954,142672,148171,11.3,11.7,1987
63,"Alabama","Public",391,284382,73174,92472,25.7,32.5,1987
63,"Alabama","Priv. Construction",107,80161,5243,5915,6.5,7.4,1987
63,"Alabama","Priv. Manufacturing",545,392356,101385,103588,25.8,26.4,1987
94,"Alaska","Private",1704,125783,14921,16792,11.9,13.4,1987
94,"Alaska","Public",800,62435,26828,31313,43,50.2,1987
94,"Alaska","Priv. Construction",118,8585,3015,3237,35.1,37.7,1987
94,"Alaska","Priv. Manufacturing",77,5505,564,637,10.2,11.6,1987
86,"Arizona","Private",1431,1103857,48594,59109,4.4,5.4,1987
86,"Arizona","Public",311,234323,33890,50923,14.5,21.7,1987
86,"Arizona","Priv. Construction",152,120084,11672,11672,9.7,9.7,1987
86,"Arizona","Priv. Manufacturing",246,191855,10225,14054,5.3,7.3,1987
71,"Arkansas","Private",1712,696036,68388,80969,9.8,11.6,1987
71,"Arkansas","Public",392,157362,25693,32478,16.3,20.6,1987
71,"Arkansas","Priv. Construction",91,38133,1260,1260,3.3,3.3,1987
71,"Arkansas","Priv. Manufacturing",526,219105,45956,56147,21,25.6,1987
93,"California","Private",11540,9438279,1366396,1516526,14.5,16.1,1987
93,"California","Public",2179,1821640,823242,997196,45.2,54.7,1987
93,"California","Priv. Construction",647,566690,156945,166213,27.7,29.3,1987
93,"California","Priv. Manufacturing",2870,2315343,407913,450526,17.6,19.5,1987
84,"Colorado","Private",1576,1100612,89132,100755,8.1,9.2,1987
84,"Colorado","Public",378,265084,68294,87716,25.8,33.1,1987
84,"Colorado","Priv. Construction",109,78682,12991,12991,16.5,16.5,1987
84,"Colorado","Priv. Manufacturing",263,185608,20926,24528,11.3,13.2,1987
16,"Connecticut","Private",1856,1338728,166769,185867,12.5,13.9,1987
16,"Connecticut","Public",253,182152,114965,118997,63.1,65.3,1987
16,"Connecticut","Priv. Construction",83,61021,19173,19899,31.4,32.6,1987
16,"Connecticut","Priv. Manufacturing",582,416334,78203,85241,18.8,20.5,1987
51,"Delaware","Private",1718,253526,30541,32290,12,12.7,1987
51,"Delaware","Public",281,42447,19144,20764,45.1,48.9,1987
51,"Delaware","Priv. Construction",126,19078,3162,3305,16.6,17.3,1987
51,"Delaware","Priv. Manufacturing",463,68184,13191,13832,19.3,20.3,1987
53,"D.C.","Private",1238,188411,19512,26483,10.4,14.1,1987
53,"D.C.","Public",695,106028,22532,31978,21.3,30.2,1987
53,"D.C.","Priv. Construction",72,11588,2227,2699,19.2,23.3,1987
53,"D.C.","Priv. Manufacturing",59,9040,1614,2140,17.9,23.7,1987
59,"Florida","Private",6795,4128363,186701,226638,4.5,5.5,1987
59,"Florida","Public",1178,701619,174784,267423,24.9,38.1,1987
59,"Florida","Priv. Construction",576,358708,21448,25300,6,7.1,1987
59,"Florida","Priv. Manufacturing",998,619468,48191,56295,7.8,9.1,1987
58,"Georgia","Private",1850,2204671,169861,189611,7.7,8.6,1987
58,"Georgia","Public",385,459279,83528,99182,18.2,21.6,1987
58,"Georgia","Priv. Construction",139,169621,10624,14494,6.3,8.5,1987
58,"Georgia","Priv. Manufacturing",476,571789,86521,90125,15.1,15.8,1987
95,"Hawaii","Private",1443,328573,70336,77801,21.4,23.7,1987
95,"Hawaii","Public",428,98056,56250,60855,57.4,62.1,1987
95,"Hawaii","Priv. Construction",83,19386,10182,10182,52.5,52.5,1987
95,"Hawaii","Priv. Manufacturing",86,19430,7991,8179,41.1,42.1,1987
82,"Idaho","Private",1594,280194,31044,34702,11.1,12.4,1987
82,"Idaho","Public",394,67042,14652,20205,21.9,30.1,1987
82,"Idaho","Priv. Construction",68,12054,2674,2674,22.2,22.2,1987
82,"Idaho","Priv. Manufacturing",344,62221,17059,18319,27.4,29.4,1987
33,"Illinois","Private",6345,4046460,751295,803243,18.6,19.9,1987
33,"Illinois","Public",1146,724220,314354,358693,43.4,49.5,1987
33,"Illinois","Priv. Construction",313,203181,98194,101255,48.3,49.8,1987
33,"Illinois","Priv. Manufacturing",1631,1042059,313534,326210,30.1,31.3,1987
32,"Indiana","Private",2270,1918597,394549,410405,20.6,21.4,1987
32,"Indiana","Public",404,343374,86813,105434,25.3,30.7,1987
32,"Indiana","Priv. Construction",120,104743,30993,32669,29.6,31.2,1987
32,"Indiana","Priv. Manufacturing",743,627109,271642,277986,43.3,44.3,1987
42,"Iowa","Private",1763,887264,111496,123073,12.6,13.9,1987
42,"Iowa","Public",424,212480,50346,71807,23.7,33.8,1987
42,"Iowa","Priv. Construction",69,35840,7719,8847,21.5,24.7,1987
42,"Iowa","Priv. Manufacturing",433,219870,67946,74506,30.9,33.9,1987
47,"Kansas","Private",1825,817993,88002,104700,10.8,12.8,1987
47,"Kansas","Public",423,187120,35939,49759,19.2,26.6,1987
47,"Kansas","Priv. Construction",91,41035,10159,11401,24.8,27.8,1987
47,"Kansas","Priv. Manufacturing",449,201451,44008,54282,21.8,26.9,1987
61,"Kentucky","Private",1599,1112102,175849,183729,15.8,16.5,1987
61,"Kentucky","Public",318,214464,38427,53577,17.9,25,1987
61,"Kentucky","Priv. Construction",84,60967,15707,17344,25.8,28.4,1987
61,"Kentucky","Priv. Manufacturing",400,275654,99702,100334,36.2,36.4,1987
72,"Louisiana","Private",1303,1220799,80468,87669,6.6,7.2,1987
72,"Louisiana","Public",367,333493,49792,65719,14.9,19.7,1987
72,"Louisiana","Priv. Construction",94,87394,13722,13722,15.7,15.7,1987
72,"Louisiana","Priv. Manufacturing",201,190071,29704,31660,15.6,16.7,1987
11,"Maine","Private",1584,391045,48718,52473,12.5,13.4,1987
11,"Maine","Public",314,77930,40890,46744,52.5,60,1987
11,"Maine","Priv. Construction",114,28033,3377,3377,12,12,1987
11,"Maine","Priv. Manufacturing",442,109480,30975,33640,28.3,30.7,1987
52,"Maryland","Private",2132,1582985,177006,206725,11.2,13.1,1987
52,"Maryland","Public",745,542377,155760,195195,28.7,36,1987
52,"Maryland","Priv. Construction",180,136605,18675,21312,13.7,15.6,1987
52,"Maryland","Priv. Manufacturing",354,263515,58546,63134,22.2,24,1987
14,"Massachusetts","Private",6772,2331131,264400,282763,11.3,12.1,1987
14,"Massachusetts","Public",1075,366744,214266,228690,58.4,62.4,1987
14,"Massachusetts","Priv. Construction",355,124892,25663,27576,20.5,22.1,1987
14,"Massachusetts","Priv. Manufacturing",1876,643462,104665,108926,16.3,16.9,1987
34,"Michigan","Private",6434,3206451,690745,739296,21.5,23.1,1987
34,"Michigan","Public",1115,547029,306658,325608,56.1,59.5,1987
34,"Michigan","Priv. Construction",265,135108,35507,38633,26.3,28.6,1987
34,"Michigan","Priv. Manufacturing",2119,1057027,430382,445898,40.7,42.2,1987
41,"Minnesota","Private",1743,1479738,237369,249870,16,16.9,1987
41,"Minnesota","Public",369,305977,174567,188402,57.1,61.6,1987
41,"Minnesota","Priv. Construction",90,77950,25953,26729,33.3,34.3,1987
41,"Minnesota","Priv. Manufacturing",437,370559,76235,81809,20.6,22.1,1987
64,"Mississippi","Private",1692,747336,59175,65070,7.9,8.7,1987
64,"Mississippi","Public",454,198351,24782,36174,12.5,18.2,1987
64,"Mississippi","Priv. Construction",102,45714,3047,3047,6.7,6.7,1987
64,"Mississippi","Priv. Manufacturing",524,235101,34829,39098,14.8,16.6,1987
43,"Missouri","Private",2195,1790213,303933,320281,17,17.9,1987
43,"Missouri","Public",407,328080,70269,89182,21.4,27.2,1987
43,"Missouri","Priv. Construction",118,100444,36123,36123,36,36,1987
43,"Missouri","Priv. Manufacturing",542,442831,116534,124089,26.3,28,1987
81,"Montana","Private",1591,213777,24735,27745,11.6,13,1987
81,"Montana","Public",547,74045,26218,31052,35.4,41.9,1987
81,"Montana","Priv. Construction",80,10972,2564,2993,23.4,27.3,1987
81,"Montana","Priv. Manufacturing",163,21901,5448,5751,24.9,26.3,1987
46,"Nebraska","Private",1836,510252,34954,44510,6.9,8.7,1987
46,"Nebraska","Public",432,117295,35119,48224,29.9,41.1,1987
46,"Nebraska","Priv. Construction",90,25498,2566,3171,10.1,12.4,1987
46,"Nebraska","Priv. Manufacturing",376,106632,15793,20177,14.8,18.9,1987
88,"Nevada","Private",1537,396686,61065,67154,15.4,16.9,1987
88,"Nevada","Public",285,71940,24788,32912,34.5,45.7,1987
88,"Nevada","Priv. Construction",102,26779,7287,7518,27.2,28.1,1987
88,"Nevada","Priv. Manufacturing",106,27293,1946,1946,7.1,7.1,1987
12,"New Hampshire","Private",1615,444229,26678,29373,6,6.6,1987
12,"New Hampshire","Public",239,63552,23341,29350,36.7,46.2,1987
12,"New Hampshire","Priv. Construction",141,39110,2469,2469,6.3,6.3,1987
12,"New Hampshire","Priv. Manufacturing",545,151429,11250,12046,7.4,8,1987
22,"New Jersey","Private",6682,2904197,523958,571119,18,19.7,1987
22,"New Jersey","Public",1232,528241,300325,332520,56.9,62.9,1987
22,"New Jersey","Priv. Construction",375,163745,62807,63849,38.4,39,1987
22,"New Jersey","Priv. Manufacturing",1703,745307,196168,208231,26.3,27.9,1987
85,"New Mexico","Private",1331,369357,24037,27620,6.5,7.5,1987
85,"New Mexico","Public",516,141406,19928,30920,14.1,21.9,1987
85,"New Mexico","Priv. Construction",123,34741,3904,4754,11.2,13.7,1987
85,"New Mexico","Priv. Manufacturing",140,39800,4475,5045,11.2,12.7,1987
21,"New York","Private",9854,5831457,1191504,1283069,20.4,22,1987
21,"New York","Public",2371,1381261,932595,979730,67.5,70.9,1987
21,"New York","Priv. Construction",522,309174,115347,118245,37.3,38.2,1987
21,"New York","Priv. Manufacturing",2126,1252542,334995,353274,26.7,28.2,1987
56,"North Carolina","Private",6731,2401830,99100,117697,4.1,4.9,1987
56,"North Carolina","Public",1142,409054,57181,76508,14,18.7,1987
56,"North Carolina","Priv. Construction",437,158292,2564,3922,1.6,2.5,1987
56,"North Carolina","Priv. Manufacturing",2475,882103,52134,58183,5.9,6.6,1987
44,"North Dakota","Private",1714,182684,13886,16887,7.6,9.2,1987
44,"North Dakota","Public",519,54872,15431,21136,28.1,38.5,1987
44,"North Dakota","Priv. Construction",94,9997,2124,2356,21.2,23.6,1987
44,"North Dakota","Priv. Manufacturing",134,14123,2690,3107,19,22,1987
31,"Ohio","Private",6701,3757959,731749,775654,19.5,20.6,1987
31,"Ohio","Public",1174,660437,276136,318855,41.8,48.3,1987
31,"Ohio","Priv. Construction",314,177501,63975,65186,36,36.7,1987
31,"Ohio","Priv. Manufacturing",2123,1189342,437856,457114,36.8,38.4,1987
73,"Oklahoma","Private",1536,972175,74311,76026,7.6,7.8,1987
73,"Oklahoma","Public",422,254276,56527,64644,22.2,25.4,1987
73,"Oklahoma","Priv. Construction",84,52788,8468,8468,16,16,1987
73,"Oklahoma","Priv. Manufacturing",279,175185,32402,32909,18.5,18.8,1987
92,"Oregon","Private",1434,891664,124204,142708,13.9,16,1987
92,"Oregon","Public",301,184984,87378,111407,47.2,60.2,1987
92,"Oregon","Priv. Construction",50,31564,9555,10226,30.3,32.4,1987
92,"Oregon","Priv. Manufacturing",330,205734,48184,52964,23.4,25.7,1987
23,"Pennsylvania","Private",6498,4143780,735916,792773,17.8,19.1,1987
23,"Pennsylvania","Public",1000,640158,315277,369872,49.2,57.8,1987
23,"Pennsylvania","Priv. Construction",397,257988,74404,78180,28.8,30.3,1987
23,"Pennsylvania","Priv. Manufacturing",1654,1054287,361288,376117,34.3,35.7,1987
15,"Rhode Island","Private",1500,381339,49514,51565,13,13.5,1987
15,"Rhode Island","Public",276,69220,46092,47450,66.6,68.5,1987
15,"Rhode Island","Priv. Construction",89,23504,7259,7506,30.9,31.9,1987
15,"Rhode Island","Priv. Manufacturing",506,129639,20196,20833,15.6,16.1,1987
57,"South Carolina","Private",2131,1161858,51363,57176,4.4,4.9,1987
57,"South Carolina","Public",440,237384,18394,24624,7.7,10.4,1987
57,"South Carolina","Priv. Construction",138,76880,2921,2921,3.8,3.8,1987
57,"South Carolina","Priv. Manufacturing",767,420364,27206,30556,6.5,7.3,1987
45,"South Dakota","Private",1982,205578,9971,12091,4.9,5.9,1987
45,"South Dakota","Public",496,50406,10137,15749,20.1,31.2,1987
45,"South Dakota","Priv. Construction",78,7980,0,0,0,0,1987
45,"South Dakota","Priv. Manufacturing",300,31567,2620,3256,8.3,10.3,1987
62,"Tennessee","Private",1832,1619146,161719,186195,10,11.5,1987
62,"Tennessee","Public",367,321898,73564,101874,22.9,31.6,1987
62,"Tennessee","Priv. Construction",137,122022,14691,14691,12,12,1987
62,"Tennessee","Priv. Manufacturing",580,511901,93895,106667,18.3,20.8,1987
74,"Texas","Private",6682,5620049,291618,359535,5.2,6.4,1987
74,"Texas","Public",1404,1138171,148534,210244,13.1,18.5,1987
74,"Texas","Priv. Construction",467,403705,18524,25103,4.6,6.2,1987
74,"Texas","Priv. Manufacturing",1164,998648,120818,145166,12.1,14.5,1987
87,"Utah","Private",1554,484531,24223,32164,5,6.6,1987
87,"Utah","Public",443,136808,38727,55828,28.3,40.8,1987
87,"Utah","Priv. Construction",89,28197,2238,2548,7.9,9,1987
87,"Utah","Priv. Manufacturing",310,96659,6181,8599,6.4,8.9,1987
13,"Vermont","Private",1525,204990,11185,13428,5.5,6.6,1987
13,"Vermont","Public",261,34441,15512,18116,45,52.6,1987
13,"Vermont","Priv. Construction",127,17269,589,847,3.4,4.9,1987
13,"Vermont","Priv. Manufacturing",370,49974,5682,6058,11.4,12.1,1987
54,"Virginia","Private",2346,2033310,148064,172799,7.3,8.5,1987
54,"Virginia","Public",652,565346,84997,107211,15,19,1987
54,"Virginia","Priv. Construction",171,150861,10401,11256,6.9,7.5,1987
54,"Virginia","Priv. Manufacturing",485,415424,66154,77505,15.9,18.7,1987
91,"Washington","Private",1549,1394244,254045,283181,18.2,20.3,1987
91,"Washington","Public",415,367454,159980,192621,43.5,52.4,1987
91,"Washington","Priv. Construction",86,79110,22950,25936,29,32.8,1987
91,"Washington","Priv. Manufacturing",336,308932,102179,109621,33.1,35.5,1987
55,"West Virginia","Private",1403,474112,99808,105441,21.1,22.2,1987
55,"West Virginia","Public",386,130793,31101,42912,23.8,32.8,1987
55,"West Virginia","Priv. Construction",88,30410,9234,9887,30.4,32.5,1987
55,"West Virginia","Priv. Manufacturing",310,105078,42355,43397,40.3,41.3,1987
35,"Wisconsin","Private",2219,1717102,287862,298647,16.8,17.4,1987
35,"Wisconsin","Public",413,317609,146840,161236,46.2,50.8,1987
35,"Wisconsin","Priv. Construction",102,79549,27256,28042,34.3,35.3,1987
35,"Wisconsin","Priv. Manufacturing",693,536137,179214,182387,33.4,34,1987
83,"Wyoming","Private",1048,137998,13976,15684,10.1,11.4,1987
83,"Wyoming","Public",377,49803,11783,14224,23.7,28.6,1987
83,"Wyoming","Priv. Construction",67,8760,569,707,6.5,8.1,1987
83,"Wyoming","Priv. Manufacturing",78,10862,1466,1466,13.5,13.5,1987
63,"Alabama","Private",1685,1234548,144065,157338,11.7,12.7,1988
63,"Alabama","Public",436,320318,76478,92102,23.9,28.8,1988
63,"Alabama","Priv. Construction",115,83578,10882,10882,13,13,1988
63,"Alabama","Priv. Manufacturing",489,354019,86685,92285,24.5,26.1,1988
94,"Alaska","Private",1702,125096,16879,19179,13.5,15.3,1988
94,"Alaska","Public",795,60882,28266,30690,46.4,50.4,1988
94,"Alaska","Priv. Construction",103,7464,2382,2717,31.9,36.4,1988
94,"Alaska","Priv. Manufacturing",77,5623,924,924,16.4,16.4,1988
86,"Arizona","Private",1539,1138642,55739,64245,4.9,5.6,1988
86,"Arizona","Public",301,224800,38549,53730,17.1,23.9,1988
86,"Arizona","Priv. Construction",126,95631,13056,13798,13.7,14.4,1988
86,"Arizona","Priv. Manufacturing",256,191088,9396,10742,4.9,5.6,1988
71,"Arkansas","Private",1787,734000,59415,74600,8.1,10.2,1988
71,"Arkansas","Public",389,158417,26186,30104,16.5,19,1988
71,"Arkansas","Priv. Construction",104,42207,2806,2806,6.6,6.6,1988
71,"Arkansas","Priv. Manufacturing",516,214683,41017,52616,19.1,24.5,1988
93,"California","Private",8067,9770353,1257397,1397428,12.9,14.3,1988
93,"California","Public",1612,1872495,892718,1113032,47.7,59.4,1988
93,"California","Priv. Construction",515,634134,165807,180801,26.1,28.5,1988
93,"California","Priv. Manufacturing",1855,2321150,361384,395719,15.6,17,1988
84,"Colorado","Private",1536,1117032,80004,93153,7.2,8.3,1988
84,"Colorado","Public",381,273691,66187,79607,24.2,29.1,1988
84,"Colorado","Priv. Construction",80,57462,11336,11336,19.7,19.7,1988
84,"Colorado","Priv. Manufacturing",284,201947,21491,24289,10.6,12,1988
16,"Connecticut","Private",1684,1348649,175722,186591,13,13.8,1988
16,"Connecticut","Public",245,195018,123777,129971,63.5,66.6,1988
16,"Connecticut","Priv. Construction",114,90432,22265,22265,24.6,24.6,1988
16,"Connecticut","Priv. Manufacturing",499,391776,73993,78605,18.9,20.1,1988
51,"Delaware","Private",1758,264862,28639,30451,10.8,11.5,1988
51,"Delaware","Public",307,45817,20002,21628,43.7,47.2,1988
51,"Delaware","Priv. Construction",111,17369,2501,2681,14.4,15.4,1988
51,"Delaware","Priv. Manufacturing",429,64663,14211,14633,22,22.6,1988
53,"D.C.","Private",1228,182270,19162,23749,10.5,13,1988
53,"D.C.","Public",764,114353,25016,33183,21.9,29,1988
53,"D.C.","Priv. Construction",57,8627,2674,2992,31,34.7,1988
53,"D.C.","Priv. Manufacturing",63,9311,450,975,4.8,10.5,1988
59,"Florida","Private",6944,4282116,190819,241239,4.5,5.6,1988
59,"Florida","Public",1252,763090,202996,298281,26.6,39.1,1988
59,"Florida","Priv. Construction",616,390704,16825,22699,4.3,5.8,1988
59,"Florida","Priv. Manufacturing",982,604972,37468,49454,6.2,8.2,1988
58,"Georgia","Private",1865,2226061,202360,221933,9.1,10,1988
58,"Georgia","Public",364,433340,78233,108694,18.1,25.1,1988
58,"Georgia","Priv. Construction",127,157093,17670,17670,11.2,11.2,1988
58,"Georgia","Priv. Manufacturing",489,587560,84720,92707,14.4,15.8,1988
95,"Hawaii","Private",1405,336573,72282,80522,21.5,23.9,1988
95,"Hawaii","Public",437,104976,62183,64847,59.2,61.8,1988
95,"Hawaii","Priv. Construction",96,22111,9830,10302,44.5,46.6,1988
95,"Hawaii","Priv. Manufacturing",93,22324,9384,9888,42,44.3,1988
82,"Idaho","Private",1692,299121,28638,32200,9.6,10.8,1988
82,"Idaho","Public",444,75235,13683,18706,18.2,24.9,1988
82,"Idaho","Priv. Construction",88,16074,1927,1927,12,12,1988
82,"Idaho","Priv. Manufacturing",385,68430,17725,18565,25.9,27.1,1988
33,"Illinois","Private",6426,4129036,722392,771854,17.5,18.7,1988
33,"Illinois","Public",1130,711711,308813,348357,43.4,48.9,1988
33,"Illinois","Priv. Construction",330,211985,102588,106253,48.4,50.1,1988
33,"Illinois","Priv. Manufacturing",1612,1035712,274160,290069,26.5,28,1988
32,"Indiana","Private",2016,2021186,407557,424394,20.2,21,1988
32,"Indiana","Public",350,340129,78039,105539,22.9,31,1988
32,"Indiana","Priv. Construction",99,93950,29248,31489,31.1,33.5,1988
32,"Indiana","Priv. Manufacturing",684,674876,290742,298260,43.1,44.2,1988
42,"Iowa","Private",1842,941922,110684,125116,11.8,13.3,1988
42,"Iowa","Public",426,215535,57757,87395,26.8,40.5,1988
42,"Iowa","Priv. Construction",81,42238,9261,10878,21.9,25.8,1988
42,"Iowa","Priv. Manufacturing",484,250167,72889,77626,29.1,31,1988
47,"Kansas","Private",1820,845247,88876,98648,10.5,11.7,1988
47,"Kansas","Public",428,198100,38153,49942,19.3,25.2,1988
47,"Kansas","Priv. Construction",78,36370,8406,8406,23.1,23.1,1988
47,"Kansas","Priv. Manufacturing",439,203629,43420,49540,21.3,24.3,1988
61,"Kentucky","Private",1615,1164070,184181,192540,15.8,16.5,1988
61,"Kentucky","Public",311,218908,43861,58589,20,26.8,1988
61,"Kentucky","Priv. Construction",107,78160,13098,13702,16.8,17.5,1988
61,"Kentucky","Priv. Manufacturing",413,300546,108975,113119,36.3,37.6,1988
72,"Louisiana","Private",1346,1233058,95880,103845,7.8,8.4,1988
72,"Louisiana","Public",320,285727,49557,64110,17.3,22.4,1988
72,"Louisiana","Priv. Construction",109,105484,18422,19205,17.5,18.2,1988
72,"Louisiana","Priv. Manufacturing",182,167028,36187,38058,21.7,22.8,1988
11,"Maine","Private",1641,416572,41311,46856,9.9,11.2,1988
11,"Maine","Public",293,75081,40234,44117,53.6,58.8,1988
11,"Maine","Priv. Construction",117,30535,2734,2976,9,9.7,1988
11,"Maine","Priv. Manufacturing",464,116862,26990,29696,23.1,25.4,1988
52,"Maryland","Private",1693,1589386,164741,194920,10.4,12.3,1988
52,"Maryland","Public",568,540879,165835,203047,30.7,37.5,1988
52,"Maryland","Priv. Construction",149,141333,21076,21076,14.9,14.9,1988
52,"Maryland","Priv. Manufacturing",266,247140,47830,53655,19.4,21.7,1988
14,"Massachusetts","Private",6668,2366543,280413,300388,11.8,12.7,1988
14,"Massachusetts","Public",1113,388435,228187,239836,58.7,61.7,1988
14,"Massachusetts","Priv. Construction",363,130556,31511,32663,24.1,25,1988
14,"Massachusetts","Priv. Manufacturing",1773,628185,105056,109842,16.7,17.5,1988
34,"Michigan","Private",6378,3225535,697901,742741,21.6,23,1988
34,"Michigan","Public",1145,565124,311283,341738,55.1,60.5,1988
